data_pedido,cliente_id,produto,quantidade,valor_unitario,valor_total,temperatura_media
2025-04-01,132,Creme de Cupuaçu 5L,24,70.0,1680.0,22.5
2025-04-01,109,Caixa de sorvete de Creme 10L,13,110.0,1430.0,22.5
2025-04-01,136,Caixa de Sorvete de Morango 10L,31,110.0,3410.0,22.5
2025-04-01,114,Caixa de sorvete de Creme 10L,13,110.0,1430.0,22.5
2025-04-01,123,Base Milkshake Morango 10L,40,90.0,3600.0,22.5
2025-04-01,112,Caixa de sorvete de Creme 10L,14,110.0,1540.0,22.5
2025-04-01,108,Base Milkshake Chocolate 10L,47,95.0,4465.0,22.5
2025-04-02,132,Caixa Açaí Tradição 10L,15,120.0,1800.0,23.3
2025-04-02,133,Caixa Açaí Tradição 10L,10,120.0,1200.0,23.3
2025-04-02,140,Caixa de Sorvete de Chocolate Belga 10L,4,110.0,440.0,23.3
2025-04-02,107,Caixa Açaí 5L,38,65.0,2470.0,23.3
2025-04-02,150,Caixa de Sorvete de Chocolate Belga 10L,42,110.0,4620.0,23.3
2025-04-02,147,Caixa de sorvete de Creme 10L,25,110.0,2750.0,23.3
2025-04-03,149,Caixa Açaí 5L,23,65.0,1495.0,23.0
2025-04-03,105,Caixa de Sorvete de Chocolate Belga 10L,34,110.0,3740.0,23.0
2025-04-03,110,Caixa Açaí 5L,56,65.0,3640.0,23.0
2025-04-03,102,Creme de Cupuaçu 5L,4,70.0,280.0,23.0
2025-04-03,145,Caixa de sorvete de Creme 10L,16,110.0,1760.0,23.0
2025-04-03,137,Creme de Cupuaçu 5L,5,70.0,350.0,23.0
2025-04-04,146,Caixa Açaí Tradição 10L,37,120.0,4440.0,21.6
2025-04-04,141,Base Milkshake Baunilha 10L,5,90.0,450.0,21.6
2025-04-04,125,Caixa Açaí Tradição 10L,12,120.0,1440.0,21.6
2025-04-04,123,Caixa Açaí Tradição 10L,34,120.0,4080.0,21.6
2025-04-04,127,Base Milkshake Chocolate 10L,4,95.0,380.0,21.6
2025-04-04,111,Base Milkshake Morango 10L,31,90.0,2790.0,21.6
2025-04-04,143,Caixa Açaí Tradição 10L,29,120.0,3480.0,21.6
2025-04-04,107,Base Milkshake Chocolate 10L,29,95.0,2755.0,21.6
2025-04-04,142,Base Milkshake Baunilha 10L,10,90.0,900.0,21.6
2025-04-05,143,Base Milkshake Baunilha 10L,15,90.0,1350.0,17.2
2025-04-05,109,Caixa Açaí Tradição 10L,57,120.0,6840.0,17.2
2025-04-05,130,Caixa de Sorvete de Morango 10L,21,110.0,2310.0,17.2
2025-04-05,133,Base Milkshake Chocolate 10L,9,95.0,855.0,17.2
2025-04-05,128,Base Milkshake Morango 10L,29,90.0,2610.0,17.2
2025-04-05,114,Base Milkshake Morango 10L,35,90.0,3150.0,17.2
2025-04-05,101,Creme de Cupuaçu 5L,19,70.0,1330.0,17.2
2025-04-05,142,Caixa de Sorvete de Chocolate Belga 10L,30,110.0,3300.0,17.2
2025-04-05,132,Caixa de Sorvete de Chocolate Belga 10L,38,110.0,4180.0,17.2
2025-04-05,126,Caixa Açaí 5L,29,65.0,1885.0,17.2
2025-04-05,120,Caixa de sorvete de Creme 10L,6,110.0,660.0,17.2
2025-04-05,134,Caixa de Sorvete de Morango 10L,42,110.0,4620.0,17.2
2025-04-05,112,Caixa de Sorvete de Morango 10L,4,110.0,440.0,17.2
2025-04-06,136,Creme de Cupuaçu 5L,17,70.0,1190.0,17.3
2025-04-06,115,Caixa Açaí 5L,22,65.0,1430.0,17.3
2025-04-06,135,Caixa de Sorvete de Chocolate Belga 10L,27,110.0,2970.0,17.3
2025-04-06,126,Creme de Cupuaçu 5L,38,70.0,2660.0,17.3
2025-04-06,139,Caixa de Sorvete de Chocolate Belga 10L,24,110.0,2640.0,17.3
2025-04-06,109,Creme de Cupuaçu 5L,18,70.0,1260.0,17.3
2025-04-06,141,Caixa de sorvete de Creme 10L,39,110.0,4290.0,17.3
2025-04-06,149,Base Milkshake Chocolate 10L,33,95.0,3135.0,17.3
2025-04-07,102,Base Milkshake Morango 10L,19,90.0,1710.0,18.0
2025-04-07,133,Creme de Cupuaçu 5L,14,70.0,980.0,18.0
2025-04-07,144,Base Milkshake Morango 10L,33,90.0,2970.0,18.0
2025-04-07,123,Base Milkshake Chocolate 10L,17,95.0,1615.0,18.0
2025-04-07,127,Base Milkshake Chocolate 10L,19,95.0,1805.0,18.0
2025-04-07,138,Caixa de sorvete de Creme 10L,22,110.0,2420.0,18.0
2025-04-07,141,Base Milkshake Morango 10L,23,90.0,2070.0,18.0
2025-04-07,117,Caixa de Sorvete de Morango 10L,17,110.0,1870.0,18.0
2025-04-08,112,Caixa Açaí 5L,26,65.0,1690.0,19.5
2025-04-08,124,Caixa Açaí 5L,20,65.0,1300.0,19.5
2025-04-08,107,Caixa Açaí Tradição 10L,34,120.0,4080.0,19.5
2025-04-08,112,Caixa de Sorvete de Chocolate Belga 10L,5,110.0,550.0,19.5
2025-04-08,109,Caixa de Sorvete de Chocolate Belga 10L,26,110.0,2860.0,19.5
2025-04-08,122,Caixa Açaí 5L,24,65.0,1560.0,19.5
2025-04-08,119,Creme de Cupuaçu 5L,40,70.0,2800.0,19.5
2025-04-09,124,Caixa de sorvete de Creme 10L,18,110.0,1980.0,21.5
2025-04-09,108,Base Milkshake Chocolate 10L,15,95.0,1425.0,21.5
2025-04-09,145,Caixa Açaí Tradição 10L,13,120.0,1560.0,21.5
2025-04-09,140,Base Milkshake Baunilha 10L,9,90.0,810.0,21.5
2025-04-09,106,Caixa de sorvete de Creme 10L,14,110.0,1540.0,21.5
2025-04-10,119,Base Milkshake Chocolate 10L,41,95.0,3895.0,19.8
2025-04-10,144,Base Milkshake Morango 10L,24,90.0,2160.0,19.8
2025-04-10,112,Base Milkshake Baunilha 10L,23,90.0,2070.0,19.8
2025-04-10,128,Caixa Açaí Tradição 10L,28,120.0,3360.0,19.8
2025-04-10,118,Caixa Açaí 5L,15,65.0,975.0,19.8
2025-04-10,149,Caixa de sorvete de Creme 10L,30,110.0,3300.0,19.8
2025-04-10,148,Caixa Açaí 5L,11,65.0,715.0,19.8
2025-04-10,139,Base Milkshake Morango 10L,52,90.0,4680.0,19.8
2025-04-10,131,Caixa de sorvete de Creme 10L,36,110.0,3960.0,19.8
2025-04-10,101,Caixa de Sorvete de Morango 10L,21,110.0,2310.0,19.8
2025-04-10,144,Base Milkshake Morango 10L,30,90.0,2700.0,19.8
2025-04-11,122,Creme de Cupuaçu 5L,44,70.0,3080.0,20.0
2025-04-11,120,Creme de Cupuaçu 5L,18,70.0,1260.0,20.0
2025-04-11,110,Base Milkshake Chocolate 10L,15,95.0,1425.0,20.0
2025-04-11,122,Base Milkshake Morango 10L,25,90.0,2250.0,20.0
2025-04-11,149,Base Milkshake Baunilha 10L,5,90.0,450.0,20.0
2025-04-11,150,Base Milkshake Chocolate 10L,35,95.0,3325.0,20.0
2025-04-11,101,Caixa Açaí 5L,22,65.0,1430.0,20.0
2025-04-11,121,Creme de Cupuaçu 5L,48,70.0,3360.0,20.0
2025-04-11,128,Caixa Açaí 5L,51,65.0,3315.0,20.0
2025-04-12,118,Caixa de Sorvete de Chocolate Belga 10L,18,110.0,1980.0,20.6
2025-04-12,106,Caixa de Sorvete de Morango 10L,17,110.0,1870.0,20.6
2025-04-12,133,Caixa de Sorvete de Morango 10L,15,110.0,1650.0,20.6
2025-04-12,127,Caixa Açaí Tradição 10L,18,120.0,2160.0,20.6
2025-04-12,128,Caixa Açaí Tradição 10L,18,120.0,2160.0,20.6
2025-04-12,106,Creme de Cupuaçu 5L,12,70.0,840.0,20.6
2025-04-12,111,Base Milkshake Morango 10L,34,90.0,3060.0,20.6
2025-04-12,134,Caixa Açaí 5L,12,65.0,780.0,20.6
2025-04-12,116,Base Milkshake Chocolate 10L,41,95.0,3895.0,20.6
2025-04-12,132,Caixa de sorvete de Creme 10L,18,110.0,1980.0,20.6
2025-04-12,116,Caixa Açaí Tradição 10L,16,120.0,1920.0,20.6
2025-04-13,143,Base Milkshake Morango 10L,27,90.0,2430.0,22.1
2025-04-13,149,Caixa Açaí 5L,7,65.0,455.0,22.1
2025-04-13,122,Caixa de Sorvete de Morango 10L,52,110.0,5720.0,22.1
2025-04-13,145,Caixa Açaí 5L,23,65.0,1495.0,22.1
2025-04-13,107,Base Milkshake Morango 10L,4,90.0,360.0,22.1
2025-04-13,147,Caixa Açaí 5L,12,65.0,780.0,22.1
2025-04-13,122,Caixa de Sorvete de Chocolate Belga 10L,10,110.0,1100.0,22.1
2025-04-13,145,Caixa de sorvete de Creme 10L,36,110.0,3960.0,22.1
2025-04-13,103,Base Milkshake Chocolate 10L,43,95.0,4085.0,22.1
2025-04-13,132,Caixa de sorvete de Creme 10L,4,110.0,440.0,22.1
2025-04-14,108,Creme de Cupuaçu 5L,23,70.0,1610.0,20.2
2025-04-14,115,Caixa de Sorvete de Morango 10L,14,110.0,1540.0,20.2
2025-04-14,132,Creme de Cupuaçu 5L,38,70.0,2660.0,20.2
2025-04-14,143,Caixa de Sorvete de Morango 10L,6,110.0,660.0,20.2
2025-04-14,142,Base Milkshake Morango 10L,10,90.0,900.0,20.2
2025-04-14,142,Caixa de sorvete de Creme 10L,37,110.0,4070.0,20.2
2025-04-14,128,Base Milkshake Morango 10L,52,90.0,4680.0,20.2
2025-04-15,146,Creme de Cupuaçu 5L,16,70.0,1120.0,20.0
2025-04-15,113,Creme de Cupuaçu 5L,16,70.0,1120.0,20.0
2025-04-15,119,Caixa Açaí 5L,33,65.0,2145.0,20.0
2025-04-15,144,Base Milkshake Morango 10L,7,90.0,630.0,20.0
2025-04-15,144,Base Milkshake Chocolate 10L,30,95.0,2850.0,20.0
2025-04-16,117,Base Milkshake Morango 10L,14,90.0,1260.0,20.8
2025-04-16,113,Base Milkshake Chocolate 10L,18,95.0,1710.0,20.8
2025-04-16,148,Caixa de Sorvete de Chocolate Belga 10L,56,110.0,6160.0,20.8
2025-04-16,126,Caixa de Sorvete de Morango 10L,19,110.0,2090.0,20.8
2025-04-16,102,Caixa de Sorvete de Morango 10L,16,110.0,1760.0,20.8
2025-04-16,146,Base Milkshake Chocolate 10L,13,95.0,1235.0,20.8
2025-04-16,107,Caixa de sorvete de Creme 10L,4,110.0,440.0,20.8
2025-04-16,137,Caixa de Sorvete de Morango 10L,26,110.0,2860.0,20.8
2025-04-16,106,Base Milkshake Morango 10L,6,90.0,540.0,20.8
2025-04-16,139,Base Milkshake Morango 10L,7,90.0,630.0,20.8
2025-04-16,141,Base Milkshake Morango 10L,21,90.0,1890.0,20.8
2025-04-17,108,Caixa de Sorvete de Morango 10L,10,110.0,1100.0,20.9
2025-04-17,129,Base Milkshake Chocolate 10L,26,95.0,2470.0,20.9
2025-04-17,147,Caixa de Sorvete de Morango 10L,15,110.0,1650.0,20.9
2025-04-17,123,Caixa de sorvete de Creme 10L,28,110.0,3080.0,20.9
2025-04-17,125,Caixa Açaí 5L,41,65.0,2665.0,20.9
2025-04-18,115,Base Milkshake Chocolate 10L,26,95.0,2470.0,20.8
2025-04-18,116,Caixa de sorvete de Creme 10L,11,110.0,1210.0,20.8
2025-04-18,127,Caixa Açaí 5L,13,65.0,845.0,20.8
2025-04-18,117,Base Milkshake Morango 10L,37,90.0,3330.0,20.8
2025-04-18,143,Caixa de Sorvete de Chocolate Belga 10L,9,110.0,990.0,20.8
2025-04-19,104,Base Milkshake Baunilha 10L,21,90.0,1890.0,21.2
2025-04-19,134,Caixa Açaí 5L,29,65.0,1885.0,21.2
2025-04-19,116,Caixa Açaí 5L,34,65.0,2210.0,21.2
2025-04-19,147,Caixa Açaí Tradição 10L,5,120.0,600.0,21.2
2025-04-19,109,Caixa Açaí Tradição 10L,15,120.0,1800.0,21.2
2025-04-19,122,Caixa de Sorvete de Chocolate Belga 10L,7,110.0,770.0,21.2
2025-04-19,107,Caixa de Sorvete de Morango 10L,44,110.0,4840.0,21.2
2025-04-20,134,Base Milkshake Morango 10L,19,90.0,1710.0,19.6
2025-04-20,142,Creme de Cupuaçu 5L,37,70.0,2590.0,19.6
2025-04-20,101,Caixa de sorvete de Creme 10L,28,110.0,3080.0,19.6
2025-04-20,123,Caixa de Sorvete de Morango 10L,20,110.0,2200.0,19.6
2025-04-20,123,Base Milkshake Baunilha 10L,8,90.0,720.0,19.6
2025-04-20,109,Creme de Cupuaçu 5L,18,70.0,1260.0,19.6
2025-04-21,122,Caixa de Sorvete de Morango 10L,42,110.0,4620.0,18.2
2025-04-21,121,Creme de Cupuaçu 5L,18,70.0,1260.0,18.2
2025-04-21,127,Base Milkshake Baunilha 10L,52,90.0,4680.0,18.2
2025-04-21,137,Caixa Açaí 5L,29,65.0,1885.0,18.2
2025-04-21,139,Caixa de sorvete de Creme 10L,27,110.0,2970.0,18.2
2025-04-21,114,Base Milkshake Chocolate 10L,42,95.0,3990.0,18.2
2025-04-21,129,Base Milkshake Chocolate 10L,10,95.0,950.0,18.2
2025-04-22,130,Caixa Açaí Tradição 10L,28,120.0,3360.0,17.6
2025-04-22,138,Creme de Cupuaçu 5L,15,70.0,1050.0,17.6
2025-04-22,130,Caixa de sorvete de Creme 10L,36,110.0,3960.0,17.6
2025-04-22,124,Creme de Cupuaçu 5L,15,70.0,1050.0,17.6
2025-04-22,113,Base Milkshake Baunilha 10L,21,90.0,1890.0,17.6
2025-04-22,131,Caixa de Sorvete de Chocolate Belga 10L,50,110.0,5500.0,17.6
2025-04-22,105,Base Milkshake Morango 10L,32,90.0,2880.0,17.6
2025-04-22,123,Caixa de Sorvete de Morango 10L,23,110.0,2530.0,17.6
2025-04-22,119,Caixa de sorvete de Creme 10L,11,110.0,1210.0,17.6
2025-04-23,125,Caixa de Sorvete de Chocolate Belga 10L,10,110.0,1100.0,18.5
2025-04-23,128,Creme de Cupuaçu 5L,29,70.0,2030.0,18.5
2025-04-23,102,Caixa de sorvete de Creme 10L,20,110.0,2200.0,18.5
2025-04-23,113,Base Milkshake Baunilha 10L,38,90.0,3420.0,18.5
2025-04-23,118,Base Milkshake Chocolate 10L,27,95.0,2565.0,18.5
2025-04-23,115,Caixa Açaí 5L,20,65.0,1300.0,18.5
2025-04-23,142,Caixa de sorvete de Creme 10L,26,110.0,2860.0,18.5
2025-04-23,121,Creme de Cupuaçu 5L,4,70.0,280.0,18.5
2025-04-23,135,Caixa de Sorvete de Morango 10L,9,110.0,990.0,18.5
2025-04-23,145,Caixa Açaí Tradição 10L,38,120.0,4560.0,18.5
2025-04-23,132,Caixa de sorvete de Creme 10L,40,110.0,4400.0,18.5
2025-04-24,106,Base Milkshake Morango 10L,35,90.0,3150.0,19.8
2025-04-24,107,Caixa Açaí Tradição 10L,16,120.0,1920.0,19.8
2025-04-24,106,Caixa de Sorvete de Chocolate Belga 10L,22,110.0,2420.0,19.8
2025-04-24,114,Base Milkshake Morango 10L,58,90.0,5220.0,19.8
2025-04-24,145,Base Milkshake Morango 10L,19,90.0,1710.0,19.8
2025-04-24,133,Caixa Açaí Tradição 10L,46,120.0,5520.0,19.8
2025-04-24,123,Base Milkshake Morango 10L,35,90.0,3150.0,19.8
2025-04-25,129,Creme de Cupuaçu 5L,27,70.0,1890.0,18.9
2025-04-25,106,Caixa de Sorvete de Chocolate Belga 10L,6,110.0,660.0,18.9
2025-04-25,141,Caixa Açaí 5L,21,65.0,1365.0,18.9
2025-04-25,142,Base Milkshake Baunilha 10L,25,90.0,2250.0,18.9
2025-04-25,109,Creme de Cupuaçu 5L,27,70.0,1890.0,18.9
2025-04-25,106,Creme de Cupuaçu 5L,23,70.0,1610.0,18.9
2025-04-25,124,Caixa de sorvete de Creme 10L,15,110.0,1650.0,18.9
2025-04-25,108,Caixa Açaí Tradição 10L,20,120.0,2400.0,18.9
2025-04-25,104,Caixa Açaí Tradição 10L,21,120.0,2520.0,18.9
2025-04-26,125,Caixa Açaí Tradição 10L,15,120.0,1800.0,19.6
2025-04-26,132,Caixa de sorvete de Creme 10L,45,110.0,4950.0,19.6
2025-04-26,117,Creme de Cupuaçu 5L,27,70.0,1890.0,19.6
2025-04-26,104,Caixa Açaí Tradição 10L,20,120.0,2400.0,19.6
2025-04-26,117,Caixa de Sorvete de Chocolate Belga 10L,14,110.0,1540.0,19.6
2025-04-26,108,Caixa Açaí Tradição 10L,7,120.0,840.0,19.6
2025-04-26,110,Base Milkshake Baunilha 10L,41,90.0,3690.0,19.6
2025-04-26,105,Base Milkshake Morango 10L,6,90.0,540.0,19.6
2025-04-26,139,Caixa Açaí Tradição 10L,6,120.0,720.0,19.6
2025-04-26,122,Base Milkshake Chocolate 10L,19,95.0,1805.0,19.6
2025-04-26,139,Base Milkshake Chocolate 10L,28,95.0,2660.0,19.6
2025-04-27,108,Base Milkshake Morango 10L,19,90.0,1710.0,20.6
2025-04-27,109,Base Milkshake Baunilha 10L,24,90.0,2160.0,20.6
2025-04-27,136,Caixa de Sorvete de Morango 10L,21,110.0,2310.0,20.6
2025-04-27,115,Caixa Açaí Tradição 10L,24,120.0,2880.0,20.6
2025-04-27,115,Caixa de Sorvete de Chocolate Belga 10L,43,110.0,4730.0,20.6
2025-04-27,126,Caixa de Sorvete de Morango 10L,26,110.0,2860.0,20.6
2025-04-27,114,Caixa Açaí Tradição 10L,47,120.0,5640.0,20.6
2025-04-27,142,Caixa de Sorvete de Morango 10L,27,110.0,2970.0,20.6
2025-04-27,116,Caixa de Sorvete de Morango 10L,11,110.0,1210.0,20.6
2025-04-28,150,Caixa Açaí Tradição 10L,31,120.0,3720.0,20.1
2025-04-28,146,Base Milkshake Chocolate 10L,2,95.0,190.0,20.1
2025-04-28,147,Caixa Açaí 5L,35,65.0,2275.0,20.1
2025-04-28,129,Caixa Açaí Tradição 10L,36,120.0,4320.0,20.1
2025-04-28,116,Caixa de sorvete de Creme 10L,17,110.0,1870.0,20.1
2025-04-28,142,Caixa de Sorvete de Chocolate Belga 10L,14,110.0,1540.0,20.1
2025-04-28,119,Caixa de sorvete de Creme 10L,24,110.0,2640.0,20.1
2025-04-28,125,Creme de Cupuaçu 5L,39,70.0,2730.0,20.1
2025-04-28,129,Caixa Açaí 5L,24,65.0,1560.0,20.1
2025-04-29,126,Creme de Cupuaçu 5L,33,70.0,2310.0,18.0
2025-04-29,118,Caixa Açaí Tradição 10L,29,120.0,3480.0,18.0
2025-04-29,134,Caixa de sorvete de Creme 10L,19,110.0,2090.0,18.0
2025-04-29,137,Base Milkshake Morango 10L,14,90.0,1260.0,18.0
2025-04-29,144,Creme de Cupuaçu 5L,7,70.0,490.0,18.0
2025-04-29,145,Base Milkshake Baunilha 10L,33,90.0,2970.0,18.0
2025-04-29,133,Caixa de Sorvete de Morango 10L,36,110.0,3960.0,18.0
2025-04-29,134,Base Milkshake Morango 10L,18,90.0,1620.0,18.0
2025-04-29,142,Creme de Cupuaçu 5L,35,70.0,2450.0,18.0
2025-04-29,138,Caixa de Sorvete de Chocolate Belga 10L,28,110.0,3080.0,18.0
2025-04-29,105,Creme de Cupuaçu 5L,25,70.0,1750.0,18.0
2025-04-29,132,Caixa de Sorvete de Chocolate Belga 10L,5,110.0,550.0,18.0
2025-04-30,113,Caixa Açaí Tradição 10L,9,120.0,1080.0,16.8
2025-04-30,141,Base Milkshake Morango 10L,9,90.0,810.0,16.8
2025-04-30,128,Base Milkshake Baunilha 10L,46,90.0,4140.0,16.8
2025-04-30,116,Caixa de Sorvete de Morango 10L,24,110.0,2640.0,16.8
2025-04-30,149,Caixa de sorvete de Creme 10L,12,110.0,1320.0,16.8
2025-04-30,117,Caixa de Sorvete de Chocolate Belga 10L,3,110.0,330.0,16.8
2025-04-30,149,Caixa de Sorvete de Morango 10L,25,110.0,2750.0,16.8
2025-05-01,104,Base Milkshake Chocolate 10L,43,95.0,4085.0,16.7
2025-05-01,102,Base Milkshake Chocolate 10L,34,95.0,3230.0,16.7
2025-05-01,148,Caixa de Sorvete de Chocolate Belga 10L,20,110.0,2200.0,16.7
2025-05-01,105,Caixa de Sorvete de Morango 10L,21,110.0,2310.0,16.7
2025-05-01,108,Base Milkshake Morango 10L,24,90.0,2160.0,16.7
2025-05-01,124,Base Milkshake Morango 10L,46,90.0,4140.0,16.7
2025-05-01,136,Caixa Açaí Tradição 10L,17,120.0,2040.0,16.7
2025-05-01,121,Base Milkshake Morango 10L,29,90.0,2610.0,16.7
2025-05-01,136,Base Milkshake Morango 10L,18,90.0,1620.0,16.7
2025-05-01,118,Base Milkshake Morango 10L,30,90.0,2700.0,16.7
2025-05-02,105,Base Milkshake Morango 10L,26,90.0,2340.0,17.6
2025-05-02,135,Base Milkshake Baunilha 10L,40,90.0,3600.0,17.6
2025-05-02,130,Caixa Açaí Tradição 10L,11,120.0,1320.0,17.6
2025-05-02,141,Base Milkshake Baunilha 10L,10,90.0,900.0,17.6
2025-05-02,142,Caixa de Sorvete de Morango 10L,14,110.0,1540.0,17.6
2025-05-02,106,Caixa de Sorvete de Morango 10L,31,110.0,3410.0,17.6
2025-05-02,140,Base Milkshake Morango 10L,26,90.0,2340.0,17.6
2025-05-02,114,Caixa de Sorvete de Morango 10L,9,110.0,990.0,17.6
2025-05-03,133,Caixa de Sorvete de Morango 10L,18,110.0,1980.0,17.9
2025-05-03,114,Base Milkshake Chocolate 10L,32,95.0,3040.0,17.9
2025-05-03,117,Caixa de sorvete de Creme 10L,40,110.0,4400.0,17.9
2025-05-03,139,Caixa Açaí Tradição 10L,36,120.0,4320.0,17.9
2025-05-03,132,Caixa Açaí Tradição 10L,23,120.0,2760.0,17.9
2025-05-03,142,Base Milkshake Baunilha 10L,32,90.0,2880.0,17.9
2025-05-03,140,Base Milkshake Morango 10L,24,90.0,2160.0,17.9
2025-05-03,144,Base Milkshake Chocolate 10L,25,95.0,2375.0,17.9
2025-05-03,140,Base Milkshake Morango 10L,10,90.0,900.0,17.9
2025-05-03,110,Base Milkshake Baunilha 10L,19,90.0,1710.0,17.9
2025-05-04,115,Caixa Açaí 5L,43,65.0,2795.0,18.5
2025-05-04,119,Caixa Açaí Tradição 10L,28,120.0,3360.0,18.5
2025-05-04,114,Base Milkshake Baunilha 10L,6,90.0,540.0,18.5
2025-05-04,116,Base Milkshake Morango 10L,18,90.0,1620.0,18.5
2025-05-04,106,Creme de Cupuaçu 5L,20,70.0,1400.0,18.5
2025-05-04,135,Base Milkshake Morango 10L,36,90.0,3240.0,18.5
2025-05-04,123,Base Milkshake Morango 10L,21,90.0,1890.0,18.5
2025-05-04,113,Caixa de Sorvete de Morango 10L,12,110.0,1320.0,18.5
2025-05-04,149,Caixa de sorvete de Creme 10L,28,110.0,3080.0,18.5
2025-05-04,109,Caixa Açaí Tradição 10L,37,120.0,4440.0,18.5
2025-05-05,133,Caixa Açaí Tradição 10L,9,120.0,1080.0,18.6
2025-05-05,119,Creme de Cupuaçu 5L,8,70.0,560.0,18.6
2025-05-05,112,Caixa de sorvete de Creme 10L,33,110.0,3630.0,18.6
2025-05-05,114,Base Milkshake Baunilha 10L,25,90.0,2250.0,18.6
2025-05-05,104,Caixa de Sorvete de Morango 10L,32,110.0,3520.0,18.6
2025-05-05,140,Base Milkshake Chocolate 10L,12,95.0,1140.0,18.6
2025-05-05,129,Base Milkshake Morango 10L,30,90.0,2700.0,18.6
2025-05-05,117,Caixa de sorvete de Creme 10L,11,110.0,1210.0,18.6
2025-05-05,104,Caixa de Sorvete de Morango 10L,50,110.0,5500.0,18.6
2025-05-05,131,Caixa de Sorvete de Morango 10L,29,110.0,3190.0,18.6
2025-05-05,109,Caixa de sorvete de Creme 10L,9,110.0,990.0,18.6
2025-05-06,128,Creme de Cupuaçu 5L,15,70.0,1050.0,19.3
2025-05-06,148,Caixa de Sorvete de Morango 10L,33,110.0,3630.0,19.3
2025-05-06,136,Creme de Cupuaçu 5L,17,70.0,1190.0,19.3
2025-05-06,134,Caixa de Sorvete de Morango 10L,16,110.0,1760.0,19.3
2025-05-06,125,Base Milkshake Baunilha 10L,8,90.0,720.0,19.3
2025-05-07,149,Base Milkshake Chocolate 10L,18,95.0,1710.0,20.7
2025-05-07,128,Base Milkshake Baunilha 10L,5,90.0,450.0,20.7
2025-05-07,108,Caixa Açaí 5L,13,65.0,845.0,20.7
2025-05-07,116,Caixa de Sorvete de Morango 10L,13,110.0,1430.0,20.7
2025-05-07,103,Base Milkshake Chocolate 10L,31,95.0,2945.0,20.7
2025-05-07,102,Base Milkshake Chocolate 10L,4,95.0,380.0,20.7
2025-05-08,126,Creme de Cupuaçu 5L,9,70.0,630.0,23.0
2025-05-08,124,Caixa de Sorvete de Morango 10L,24,110.0,2640.0,23.0
2025-05-08,148,Base Milkshake Chocolate 10L,34,95.0,3230.0,23.0
2025-05-08,141,Caixa de Sorvete de Morango 10L,24,110.0,2640.0,23.0
2025-05-08,126,Caixa de sorvete de Creme 10L,8,110.0,880.0,23.0
2025-05-08,135,Caixa Açaí Tradição 10L,32,120.0,3840.0,23.0
2025-05-08,148,Base Milkshake Chocolate 10L,27,95.0,2565.0,23.0
2025-05-08,150,Base Milkshake Morango 10L,24,90.0,2160.0,23.0
2025-05-08,110,Caixa de Sorvete de Morango 10L,32,110.0,3520.0,23.0
2025-05-09,121,Caixa de sorvete de Creme 10L,26,110.0,2860.0,24.6
2025-05-09,146,Caixa de Sorvete de Chocolate Belga 10L,6,110.0,660.0,24.6
2025-05-09,129,Base Milkshake Morango 10L,10,90.0,900.0,24.6
2025-05-09,101,Base Milkshake Morango 10L,6,90.0,540.0,24.6
2025-05-09,137,Base Milkshake Chocolate 10L,17,95.0,1615.0,24.6
2025-05-09,107,Base Milkshake Baunilha 10L,32,90.0,2880.0,24.6
2025-05-09,141,Creme de Cupuaçu 5L,16,70.0,1120.0,24.6
2025-05-09,130,Caixa de sorvete de Creme 10L,40,110.0,4400.0,24.6
2025-05-09,136,Base Milkshake Baunilha 10L,22,90.0,1980.0,24.6
2025-05-09,125,Caixa de Sorvete de Morango 10L,21,110.0,2310.0,24.6
2025-05-09,123,Caixa de sorvete de Creme 10L,30,110.0,3300.0,24.6
2025-05-09,135,Base Milkshake Morango 10L,43,90.0,3870.0,24.6
2025-05-09,120,Base Milkshake Chocolate 10L,11,95.0,1045.0,24.6
2025-05-10,134,Base Milkshake Chocolate 10L,53,95.0,5035.0,21.6
2025-05-10,122,Base Milkshake Baunilha 10L,41,90.0,3690.0,21.6
2025-05-10,127,Caixa de Sorvete de Morango 10L,11,110.0,1210.0,21.6
2025-05-10,145,Caixa Açaí 5L,7,65.0,455.0,21.6
2025-05-10,150,Caixa de Sorvete de Morango 10L,12,110.0,1320.0,21.6
2025-05-10,115,Base Milkshake Chocolate 10L,29,95.0,2755.0,21.6
2025-05-10,146,Caixa Açaí Tradição 10L,10,120.0,1200.0,21.6
2025-05-10,114,Caixa Açaí 5L,56,65.0,3640.0,21.6
2025-05-10,101,Base Milkshake Baunilha 10L,25,90.0,2250.0,21.6
2025-05-11,108,Caixa de Sorvete de Chocolate Belga 10L,21,110.0,2310.0,16.6
2025-05-11,107,Creme de Cupuaçu 5L,5,70.0,350.0,16.6
2025-05-11,125,Caixa de Sorvete de Chocolate Belga 10L,29,110.0,3190.0,16.6
2025-05-11,123,Base Milkshake Baunilha 10L,22,90.0,1980.0,16.6
2025-05-11,136,Caixa de sorvete de Creme 10L,22,110.0,2420.0,16.6
2025-05-11,144,Base Milkshake Morango 10L,4,90.0,360.0,16.6
2025-05-11,116,Base Milkshake Baunilha 10L,24,90.0,2160.0,16.6
2025-05-11,116,Base Milkshake Chocolate 10L,19,95.0,1805.0,16.6
2025-05-12,106,Caixa Açaí Tradição 10L,12,120.0,1440.0,16.9
2025-05-12,110,Caixa de Sorvete de Morango 10L,29,110.0,3190.0,16.9
